S.No,Cell_Line,Drug_Name,Pubchem_CID,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Labels
228,NCI-H322,Seliciclib,160355,1,0,0,0,0,9,0,-1,354.454,0.95,674.734,345.392,97.038,232.304,0,1206.52,3,6.2,0.0007487,0.0159155,0.8123102,38.571,12.438,20.022,12.099,3.554,-4.678,-4.749,-5.677,1190.391,-0.959,597.257,-1.625,7.964,-0.096,3,0.216,3,100,0,0,78.671,7,0,15,0,15,0,26,0,0.176,Inactive
229,NCI-H322,Piperlongumine,637858,0,0,0,0,0,6,1,0,317.341,5.722,603.634,379.39,78.468,145.775,0,1046.636,0,5.25,0.0312787,0,0.8258899,33.272,9.482,13.586,6.545,3.194,-3.93,-3.967,-5.044,1785.607,-0.565,925.765,-1.876,9.009,0.782,4,-0.003,3,100,0,0,77.746,6,0,12,0,12,2,23,0,0.496,Inactive
230,NCI-H322,Tozasertib,5494449,0,1,0,0,0,6,1,-1,464.587,7.65,832.771,454.206,127.358,213.13,38.077,1486.397,3,8.5,0.0393725,0.0176788,0.7563609,51.514,15.677,26.553,15.495,3.724,-6.08,-5.033,-7.217,153.131,-0.79,116.404,-4.602,8.186,0.357,2,0.617,3,87.857,0,0,102.832,9,0,26,3,23,7,33,1,0,Inactive
231,NCI-H322,Cytarabine,6253,0,0,0,0,0,5,0,-2,243.219,7.365,424.315,114.49,243.04,66.785,0,716.171,5,10.8,0.0757424,0.0569142,0.9123354,19.934,8.401,20.692,19.706,-1.914,-1.47,-1.035,-3.269,49.108,-1.685,19.039,-5.283,9.241,0.147,4,-0.859,2,46.009,0,0,138.964,8,0,11,0,11,4,17,0,0.043,Inactive
232,NCI-H322,BMS-345541,9813758,0,1,0,0,0,4,0,0,255.322,3.046,524.941,252.13,106.715,166.095,0,881.709,3,4,0.0105232,0.0131981,0.8471077,28.15,8.933,15.471,10.29,1.714,-2.314,-2.418,-5.524,240.337,-0.271,117.212,-4.58,8.15,0.831,4,-0.044,3,79.594,0,0,65.075,5,0,13,0,13,0,19,0,0.033,Inactive
233,NCI-H322,Pemetrexed,135410875,4,0,0,2,0,10,0,-2,427.416,9.31,737.586,128.915,415.735,192.936,0,1287.481,6.25,9.75,0.0673266,0.033047,0.7759728,40.793,16.013,29.702,22.186,0.918,-4.255,-4.638,-2.462,0.073,-4.642,0.027,-7.542,8.389,0.122,4,-0.721,1,0,0,0,228.535,11,2,15,0,15,0,31,1,0,Inactive
234,NCI-H322,Pilaralisib,56599306,2,1,0,0,0,9,0,-2,541.023,5.674,877.109,235.523,158.946,425.134,57.505,1577.557,5,11.25,0.0204094,0.0286803,0.7471965,55.261,18.928,32.471,22.242,2.971,-5.373,-5.725,-8.376,76.827,-1.337,70.569,-4.15,8.262,1.167,4,0.126,3,65.131,0,0,142.749,10,1,22,0,22,0,37,0,0,Inactive
235,NCI-H322,MIM1,135691163,0,0,0,0,0,8,0,-2,347.431,5.451,634.042,297.519,137.009,161.793,37.72,1113.237,3,4.75,0.0266862,0.0129759,0.8192928,34.806,11.595,18.582,10.599,3.306,-4.699,-4.841,-5.228,497.325,-1.187,374.185,-2.707,8.142,0.461,5,0.248,3,94.566,0,0,83.627,6,0,17,0,17,6,24,0,0.014,Inactive
236,NCI-H322,Crizotinib,11626560,0,1,0,0,0,4,0,0,450.342,1.9,699.139,274.795,115.174,189.548,119.621,1277.213,3,5.25,0.0028258,0.0130064,0.8142864,44.202,13.219,22.323,12.199,4.102,-5.463,-6.085,-6.167,199.803,-0.144,434.058,-4.653,7.902,0.568,5,0.761,3,92.142,40.564,0,72.941,6,0,23,0,23,5,30,0,0,Inactive
237,NCI-H322,CCT007093,2314623,0,0,0,0,0,4,0,1,272.379,5.422,516.037,98.8,48.772,270.781,97.684,871.735,0,2,0.0337297,0,0.8552122,28.75,9.206,10.947,4.256,4.36,-4.724,-4.699,-5.166,3415.01,0.118,6397.295,-1.08,9.172,1.274,4,0.444,3,100,0,0,28.263,1,0,15,0,15,2,18,0,0.428,Inactive
238,NCI-H322,BAY-MPS1,78320750,2,0,0,0,0,8,0,0,561.51,3.644,819.423,326.125,63.103,235.135,195.059,1547.99,2,7.25,0.0085792,0.0125125,0.7897734,52.905,13.95,25.118,12.094,6.401,-7.945,-8.735,-6.055,2497.421,-0.114,10000,-1.086,8.767,1.065,4,1.006,1,100,195.059,0,85.374,8,2,24,3,21,3,40,1,0.001,Inactive
239,NCI-H322,Niraparib,24958200,0,1,0,0,0,1,0,0,320.393,5.266,607.427,186.67,142.761,277.995,0,1053.592,3,5,0.0263238,0.0142573,0.8243652,38.024,11.615,20.106,13.141,2.277,-3.948,-3.49,-6.426,109.395,-0.499,50.061,-5.138,8.531,1.06,2,0.361,3,76.772,0,0,82.383,5,0,21,0,21,5,24,0,0,Inactive
240,NCI-H322,Z-LLNle-CHO,11754711,0,0,0,0,2,15,0,-2,475.627,5.026,908.139,549.007,155.733,203.399,0,1689.921,0.75,7.25,0.0149493,0.0069138,0.7555389,53.788,16.927,22.768,12.501,4.78,-6.137,-5.058,-3.709,148.756,-2.159,149.465,-2.233,9.684,-0.015,4,0.465,3,93.818,0,43.544,148.082,8,0,6,0,6,0,34,1,0.002,Inactive
241,NCI-H322,Tamoxifen,2733526,1,1,0,0,0,9,0,1,371.521,1.101,732.412,310.179,6.901,415.332,0,1319.684,0,2.75,0.0009177,0,0.794431,44.847,13.518,15.805,5.077,6.477,-5.972,-5.718,-7.565,2125,0.347,1236.135,-1.382,8.644,0.145,3,1.331,1,100,0,0,13.663,2,1,18,0,18,0,28,1,0.016,Inactive
242,NCI-H322,GSK2578215A,68107965,2,0,0,0,0,6,0,0,399.423,5.996,731.036,29.67,83.061,569.815,48.489,1271.243,1,5.75,0.028282,0.0078656,0.7763286,46.31,14.658,20.637,11.741,5.115,-6.679,-6.474,-7.869,1615.218,-0.598,1531.245,-0.467,9.094,1.016,6,0.672,1,100,48.489,0,66.161,5,1,24,0,24,0,30,1,0.029,Inactive
243,NCI-H322,JNK Inhibitor VIII,11624601,0,0,0,0,0,9,0,-2,356.38,9.607,687.586,355.825,154.812,176.949,0,1174.694,2.5,7.5,0.078563,0.0172466,0.7830477,36.768,12.081,20.497,12.694,2.457,-5.575,-5.183,-5.886,337.146,-1.662,152.749,-2.885,8.719,0.495,5,-0.074,3,86.577,0,0,117.778,8,0,12,0,12,0,26,0,0.001,Inactive
244,NCI-H322,CHIR-99021,9956119,1,0,0,0,0,8,0,-2,465.344,10.313,793.108,164.376,167.441,342.575,118.717,1387.716,3,7,0.0766358,0.0152871,0.7586355,47.517,16.479,25.581,14.663,4.413,-8.12,-8.108,-7.071,255.894,-1.567,506.832,-2.631,8.748,0.709,3,0.543,1,95.885,0,0,107.084,8,0,23,0,23,0,32,1,0,Inactive
245,NCI-H322,Motesanib,11667893,0,1,0,0,0,5,0,1,373.457,4.63,711.521,214.425,106.524,390.571,0,1243.897,2,5.5,0.017231,0.0109318,0.7861412,44.146,13.803,20.704,12.057,3.718,-5.077,-4.633,-7.581,241.34,-0.488,117.74,-3.689,8.33,0.526,5,0.65,3,91.359,0,0,82.641,6,0,21,0,21,2,28,0,0.001,Inactive
246,NCI-H322,ICL-SIRT078,45168044,1,1,0,0,0,6,0,1,482.599,5.385,811.514,265.95,96.712,403.055,45.797,1469.879,1,7.75,0.0197251,0.0095501,0.7704131,52.667,16.142,23.639,12.862,4.684,-6.094,-6.346,-7.895,299.009,-0.374,264.474,-3.369,8.689,1.037,10,0.787,1,100,0,0,72.817,6,0,29,0,29,4,35,2,0,Inactive
247,NCI-H322,Cabozantinib,69923936,0,1,0,0,0,3,0,1,560.574,6.161,751.814,267.419,95.47,319.894,69.03,1514.176,1,8,0.0250655,0.0106409,0.8482148,55.572,14.821,25.331,13.061,4.9,-5.53,-8.022,-6.24,307.223,0.066,365.069,-3.927,8.75,1.258,3,1.023,3,87.198,69.03,0,74.253,7,1,32,0,32,4,41,0,0,Inactive
248,NCI-H322,L-Oxonoreleagnine,87371,0,0,0,0,0,0,0,0,186.213,2.832,391.538,103.056,109.011,179.471,0,629.881,2,2.5,0.012733,0.0090299,0.9076052,20.768,6.642,10.939,8.015,1.443,-2.427,-2.571,-3.883,916.54,-0.319,450.236,-2.896,8.411,0.475,1,-0.2,3,88.414,0,0,57.143,3,0,13,0,13,2,14,0,0.884,Inactive
249,NCI-H322,Alectinib,49806720,1,1,0,0,0,2,0,1,482.624,9.286,807.308,515.724,125.545,166.039,0,1516.025,1,8.2,0.0568782,0.0101572,0.790551,54.819,14.649,24.93,12.746,4.141,-7.291,-6.772,-6.439,159.315,-0.498,75.156,-5.119,8.865,0.876,2,0.996,1,90.611,0,0,82.91,6,0,29,0,29,10,36,1,0,Inactive
250,NCI-H322,AZD5582,49847690,12,2,0,0,6,20,0,-2,1015.303,9.149,1330.049,902.412,122.64,304.998,0,2923.059,4.5,20.9,0.0286369,0.0333338,0.7433428,100.898,28.735,52.67,34.269,3.017,-3.77,-5.857,-0.345,10.383,-1.325,19.849,-4.91,8.76,-0.153,14,-0.652,1,23.923,0,76.683,204.696,16,3,40,0,40,26,74,2,0.002,Inactive
251,NCI-H322,Sinularin,5477029,0,0,0,0,0,2,2,0,334.455,5.743,566.33,455.264,75.482,35.584,0,1081.696,1,5.75,0.0304883,0.0101531,0.8998406,36.191,9.448,16.523,8.525,3.222,-4.226,-3.307,-3.322,1905.899,-0.179,993.356,-2.593,9.682,0.084,5,0.391,3,100,0,0,63.501,4,0,18,3,6,12,24,0,0.051,Inactive
252,NCI-H322,Saracatinib,10302451,0,2,0,0,0,8,1,2,542.033,5.671,863.765,557.179,41.507,211.344,53.735,1582.681,1,11.2,0.0203189,0.0129665,0.760382,54.066,15.583,25.37,14.268,3.553,-4.109,-4.804,-7.869,248.936,0.532,265.284,-4.897,8.337,0.805,6,0.255,3,77.674,0,0,82.971,10,1,31,0,31,10,38,0,0.001,Inactive
253,NCI-H322,BIBR-1532,9927531,0,0,0,1,0,5,1,-2,331.37,3.195,641.235,74.116,141.329,425.79,0,1094.442,1,3.5,0.0093299,0.0054582,0.8009582,38.501,12.581,16.342,8.929,4.709,-5.866,-5.499,-4.976,114.625,-1.207,60.531,-2.144,8.688,0.895,2,0.537,3,91.375,0,0,81.227,4,0,16,0,16,0,25,1,0.003,Inactive
254,NCI-H322,GW441756,9943465,0,0,0,0,0,2,0,0,275.309,2.522,532.47,95.673,91.736,345.061,0,902.029,1,3.5,0.0070517,0.0065731,0.8479104,31.956,9.842,13.867,8.443,3.236,-4.434,-4.481,-5.639,1336.486,-0.408,676.866,-1.803,8.121,0.825,1,0.316,3,100,0,0,56.068,4,0,18,0,18,0,21,0,0.171,Inactive
255,NCI-H322,GSK591,117072552,0,1,0,0,0,8,0,0,380.489,7.45,725.927,355.532,85.139,285.257,0,1289.381,3,7.7,0.0430411,0.0183721,0.7892102,43.034,13.564,22.959,14.199,3.09,-4.052,-3.281,-7.029,384.973,-0.431,195.042,-3.378,8.666,0.537,6,0.204,3,91.314,0,0,80.4,6,0,20,4,16,7,28,0,0.014,Inactive
256,NCI-H322,Elephantin,442205,0,0,0,0,0,3,2,-1,374.39,8.216,559.48,373.071,125.3,61.109,0,1069.472,0,10,0.0631172,0,0.9039829,35.304,9.661,17.762,11.522,0.607,-1.095,-2.466,-3.377,642.219,-0.64,306.534,-3.325,10.377,0.948,5,-1.08,3,80.75,0,0,117.689,7,0,16,3,10,8,27,0,14.22,Inactive
257,NCI-H322,LJI308,118704762,0,0,0,0,0,4,0,0,368.382,4.565,604.62,178.39,79.072,265.389,81.769,1096.027,1,4.95,0.0190093,0.008187,0.850282,37.675,10.541,17.023,9.004,4.174,-5.205,-5.903,-5.22,1762.233,-0.206,2560.034,-1.658,8.577,0.757,4,0.476,3,100,81.769,0,48.309,4,0,24,0,24,4,27,0,0.051,Inactive
258,NCI-H322,Entinostat,4261,1,0,0,0,0,7,0,-2,376.414,5.36,720.784,85.127,181.368,454.289,0,1238.268,3.5,7.5,0.0232035,0.0194666,0.773695,43.245,15.106,24.081,16.747,2.812,-5.35,-4.86,-7.36,188.792,-1.878,81.616,-2.59,8.347,0.53,7,0.107,2,84.144,0,0,120.098,7,0,18,0,18,0,28,1,0.004,Inactive
259,NCI-H322,CRT0105950,117918970,0,0,0,0,0,5,0,0,393.89,4.438,671.252,88.313,106.533,398.216,78.19,1175.083,2,4.25,0.0167631,0.008954,0.8022784,41.465,13.709,19.536,10.808,4.716,-6.331,-6.807,-6.63,967.485,-0.649,1279.842,-1.6,8.153,1.022,5,0.699,1,100,0,0,56.704,4,0,23,0,23,0,27,1,0.005,Inactive
260,NCI-H322,CZC24832,42623951,0,0,0,0,0,5,0,-2,364.397,5.084,598.718,171.291,228.415,154.069,44.943,1058.732,3,9,0.0244135,0.0260364,0.8390735,34.477,11.128,21.366,15.933,0.846,-3.63,-3.968,-4.871,67.584,-1.791,47.397,-4.706,8.836,1.468,2,-0.353,3,64.647,44.943,0,120.524,8,0,15,0,15,0,25,0,0.002,Inactive
261,NCI-H322,WEHI-539,71297207,4,1,0,1,0,11,0,-2,583.722,5.335,995.478,277.923,190.318,449.16,78.077,1774.47,4,8.75,0.0160378,0.0175795,0.7120529,62.087,21.538,32.064,18.543,3.812,-8.645,-7.878,-7.252,9.809,-2.012,12.576,-4.451,8.393,1.268,9,0.824,1,54.055,0,0,128.066,8,1,30,0,30,3,41,3,0,Inactive
262,NCI-H322,SU11274,9549297,0,1,0,0,0,6,0,-2,568.089,4.292,889.883,397.156,179.726,241.293,71.709,1655.08,1,11,0.0111311,0.0123612,0.7604046,58.534,17.559,27.618,15.726,3.77,-6.271,-6.555,-7.286,48.804,-1.296,51.693,-5.468,8.845,1.493,4,0.577,1,66.278,0,0,121.591,9,1,26,0,26,4,39,1,0,Inactive
263,NCI-H322,Dabrafenib,44462760,1,0,0,0,0,5,0,-2,519.559,6.349,793.195,193.71,151.078,333.876,114.531,1441.215,3,8.5,0.0279722,0.0185609,0.7779251,51.501,15.439,27.218,16.63,4.264,-7.133,-7.62,-6.718,365.788,-1.121,707.381,-2.648,8.76,1.426,3,0.566,1,84.831,90.313,0,104.246,7,1,23,0,23,0,35,1,0,Inactive
264,NCI-H322,Parthenolide,7251185,1,0,0,0,0,1,1,1,248.321,8.926,439.717,337.326,64.034,38.357,0,805.939,0,5,0.098862,0,0.9524879,25.824,7,11.986,6.178,1.72,-1.769,-1.809,-2.484,2447.153,0.033,1301.507,-2.469,9.854,0.271,4,-0.422,3,100,0,0,52.714,3,0,14,3,5,8,18,0,14.37,Inactive
265,NCI-H322,STF-62247,704473,0,0,0,0,0,2,0,1,267.348,4.304,532.086,81.798,45.984,351.489,52.814,888.955,1,3.5,0.0208405,0.0065779,0.8403045,31.494,9.775,13.914,8.193,3.677,-4.628,-4.261,-5.792,3629.392,0.138,3879.542,-0.937,8.293,0.995,5,0.278,3,100,0,0,31.924,3,0,17,0,17,0,19,0,0.728,Inactive
266,NCI-H322,PFI3,78243717,0,0,0,0,0,4,1,0,321.378,4.766,619.973,176.192,98.698,345.083,0,1069.416,0,5.25,0.0212443,0,0.8157498,37.371,11.242,15.343,8.519,3.436,-4.566,-4.278,-6.159,1148.01,-0.666,574.307,-1.739,8.477,0.262,2,0.148,3,100,0,0,63.811,5,0,19,0,19,5,24,0,0.159,Inactive
267,NCI-H322,NVP-BHG712,16747388,1,0,0,0,0,5,0,0,503.485,10.477,768.702,165.965,96.384,388.956,117.397,1426.595,2,7.5,0.0769383,0.0137981,0.7972738,51.442,14.635,25.797,14.125,5.198,-7.131,-8.01,-6.667,1207.515,-0.461,2666.658,-1.446,8.763,1.336,6,0.77,1,86.626,117.397,0,91.174,8,2,27,0,27,0,37,1,0.001,Inactive
268,NCI-H322,Ruxolitinib,25126798,0,0,0,0,0,4,0,-2,306.369,8.583,580.118,223.635,151.022,205.461,0,1013.688,1,5,0.0726764,0.0086189,0.8412367,33.808,10.352,16.23,9.047,2.751,-5.401,-5.269,-5.081,366.236,-1.1,167.043,-3.195,8.712,0.732,2,0.242,3,88.941,0,0,78.675,6,0,19,0,19,5,23,0,0.001,Inactive
269,NCI-H322,Kobe2602,3827738,2,0,0,0,0,5,1,-2,419.31,8.533,616.352,0.668,182.98,210.741,221.963,1070.129,3,5.5,0.0680347,0.0154559,0.8209069,35.475,10.92,21.106,12.667,3.211,-5.511,-6.085,-5.435,182.265,-1.003,1291.728,-3.669,8.895,2.62,2,0.157,3,86.21,164.489,0,124.681,9,0,12,0,12,0,28,0,0,Inactive
270,NCI-H322,PFI-1,71271629,0,0,0,0,0,4,0,-2,347.388,11.659,620.11,209.635,147.143,262.655,0.677,1058.112,2,7.25,0.1284627,0.0165343,0.8098122,36.132,11.345,20.451,13.187,2.093,-4.248,-4.294,-5.862,398.608,-1.172,184.628,-2.922,8.132,0.985,2,-0.072,3,85.745,0,0,98.011,7,0,16,0,16,1,24,0,0.018,Inactive
271,NCI-H322,KIN001-244,56965967,2,0,0,0,0,8,0,-2,516.503,7.45,851.289,70.267,180.206,512.146,88.67,1520.385,2,7.25,0.0365077,0.0120441,0.7511448,54.446,17.453,26.324,14.814,5.309,-8.038,-8.372,-8.001,193.646,-1.83,256.701,-2.268,8.731,0.895,4,0.905,1,73.045,88.67,0,127.796,8,2,27,0,27,0,38,1,0,Inactive
272,NCI-H322,JQ12,6918878,0,0,0,0,0,4,0,-2,351.422,4.466,654.54,94.463,150.819,370.394,38.864,1117.262,3.5,6,0.0178518,0.0171494,0.795547,39.528,13.329,21.969,15.007,2.911,-5.306,-4.834,-6.607,367.862,-1.171,274.032,-2.61,8.229,0.608,3,0.184,3,89.913,0,0,98.23,5,0,17,0,17,0,25,0,0.004,Inactive
273,NCI-H322,AZD3514,46893585,1,1,0,0,1,4,0,1,519.569,10.312,895.336,512.943,119.697,145.832,116.864,1593.397,0,9.25,0.0667309,0,0.7368772,56.438,14.639,24.926,14.526,3.821,-5.827,-5.033,-5.837,95.645,-0.462,376.78,-4.89,9.333,0.666,5,0.278,2,71.811,116.864,34.806,90.702,9,1,27,0,27,11,37,1,0,Inactive
274,NCI-H322,VNLG/124,24894414,4,0,0,0,0,14,2,-2,476.655,5.769,970.135,701.822,79.244,189.068,0,1745.538,0,4.5,0.019064,0,0.7226907,56.519,17.032,20.648,5.223,8.164,-9.966,-7.568,-6.921,1755.606,-1.292,908.964,-0.97,8.788,0.848,6,1.887,1,100,0,0,69.732,4,1,12,0,12,4,35,1,0,Inactive
275,NCI-H322,AGI-5198,56645356,0,0,0,0,1,7,0,0,462.566,11.316,781.354,358.579,49.252,326.631,46.892,1480.957,1,7,0.0864686,0.0089588,0.8041653,51.739,14.553,23.61,12.283,5.24,-6.338,-6.164,-4.884,2452.068,-0.251,3333.007,-0.605,8.876,0.826,6,0.63,1,100,46.892,17.501,70.638,6,1,23,0,23,6,34,1,0.053,Inactive
276,NCI-H322,Bexarotene,82146,1,0,0,1,0,3,0,-1,348.484,3.568,649.864,394.628,107.011,148.225,0,1189.804,1,2,0.0107018,0.0030776,0.8355893,40.951,11.297,16.018,5.792,5.869,-6.903,-6.18,-3.092,242.502,-0.639,136.062,-2.682,9.075,0.662,1,1.197,1,91.031,0,0,50.453,2,1,16,0,16,4,26,1,0,Inactive
277,NCI-H322,Masitinib,10074640,1,2,0,0,0,6,0,1,498.645,3.279,891.581,338.336,84.824,416.438,51.982,1602.223,2,10,0.0067088,0.0158619,0.7427102,58.091,17.901,27.909,16.748,4.027,-5.47,-4.691,-9.134,96.674,0.101,93.349,-5.165,8.296,1.025,8,0.658,3,86.056,0,0,77.13,7,0,29,0,29,4,36,1,0,Inactive
278,NCI-H322,Acetalax,8269,1,0,0,0,0,2,2,-2,401.418,3.362,706.885,199.583,154.452,352.851,0,1243.423,1,7.5,0.0090909,0.0106099,0.7910952,45.693,13.63,21.059,13.282,3.27,-6.019,-5.565,-6.595,339.807,-1.202,154.052,-2.931,8.981,0.287,0,0.412,3,91.394,0,0,114.553,6,0,21,0,21,1,30,1,0,Inactive
279,NCI-H322,Pyrimethamine,4993,0,0,0,0,0,4,0,-1,248.714,2.723,475.97,109.511,147.68,147.259,71.52,793.258,4,3,0.0093468,0.0126058,0.8706861,24.43,9.05,15.647,10.827,1.792,-2.98,-3.45,-4.327,393.957,-0.801,445.52,-3.338,8.436,0.088,1,-0.244,3,83.892,0,0,74.565,4,0,12,0,12,0,17,0,0.119,Inactive
280,NCI-H322,A-366,76285486,0,1,0,0,0,7,0,1,329.441,5.213,661.3,524.193,80.056,57.05,0,1144.512,2,5.5,0.0237427,0.011762,0.8001664,35.699,10.271,17.131,9.046,2.991,-3.882,-2.898,-5.764,430.156,-0.293,219.899,-4.184,8.061,-0.076,3,0.313,3,91.596,0,0,58.227,5,0,17,4,13,8,24,0,0.003,Inactive
281,NCI-H322,GSK2801,73010930,0,0,0,0,0,5,0,-1,371.45,8.277,660.448,323.88,104.27,232.297,0,1164.52,0,6.75,0.0588277,0,0.8105087,39.458,11.409,17.214,9.144,3.156,-4.384,-4.729,-5.706,1016.497,-0.796,503.536,-2.143,8.194,0.772,1,-0.019,3,100,0,0,73.374,5,0,15,0,15,0,26,0,0.11,Inactive
282,NCI-H322,EPZ5676,57345410,1,1,0,0,0,11,0,-2,562.714,5.973,927.767,491.674,227.89,208.203,0,1750.422,5,12.6,0.0203798,0.030368,0.7571024,58.823,18.965,34.206,22.226,2.566,-5.218,-5.189,-7.181,17.05,-2.352,6.713,-5.993,8.499,0.252,6,0.255,2,38.098,0,0,146.716,11,2,27,4,23,8,41,1,0,Inactive
283,NCI-H322,CP724714,46843648,2,1,0,0,0,5,0,1,521.661,8.436,923.882,688.998,110.383,124.501,0,1686.841,2,11.25,0.0421897,0.0172207,0.7417625,59.332,16.458,28.956,16.448,3.84,-6.719,-4.823,-7.03,221.841,-0.677,107.492,-4.698,8.2,0.762,4,0.671,1,78.462,0,0,111.422,10,1,28,0,23,12,38,1,0,Inactive
284,NCI-H322,(5Z)-7-Oxozeaenol,9863776,0,0,0,0,0,4,2,-2,362.379,9.01,603.223,328.606,165.849,108.767,0,1119.913,2,7.9,0.0724941,0.018521,0.8645902,37.135,11.058,20.444,12.867,1.955,-3.909,-3.484,-4.242,264.941,-1.157,117.718,-3.809,9.394,0.524,6,0.02,3,81.765,0,0,122.041,7,0,18,0,6,5,26,0,0.007,Inactive
285,NCI-H322,PCI-34051,24753719,0,0,0,0,0,5,1,-1,296.325,8.707,546.456,130.395,123.56,292.5,0,948.119,2,4.95,0.0799569,0.0128105,0.85412,31.373,10.403,16.901,10.566,2.526,-3.644,-4.137,-5.287,667.081,-0.867,319.38,-2.286,8.454,0.356,2,0.02,3,92.282,0,0,74.643,5,0,15,0,15,0,22,0,0.348,Inactive
286,NCI-H322,Fulvestrant,104741,5,0,0,0,0,16,0,-2,606.774,8.592,940.917,550.647,114.257,84.224,191.789,1812.37,2,6.45,0.0407286,0.0096945,0.7640323,56.908,16.073,26.22,11.654,7.848,-7.767,-9.23,-5.752,32.539,-1.235,4469.749,-1.792,9.038,0.167,5,1.525,1,74.047,174.371,0,63.51,3,2,17,0,17,11,41,1,0,Inactive
287,NCI-H322,Leflunomide,3899,0,0,0,0,0,2,0,0,270.211,2.774,488.133,85.534,100.615,184.465,117.519,803.177,1,4,0.0095807,0.0081945,0.8560536,26.467,7.048,12.624,7.838,2.604,-3.975,-3.772,-4.741,1100.957,-0.184,2416.963,-2.532,9.378,0.917,1,-0.035,3,96.636,117.519,0,61.893,4,0,11,0,11,0,19,0,0.084,Inactive
288,NCI-H322,RU-SKI 43,46006640,0,1,0,0,1,8,0,1,386.551,3.487,761.241,436.631,42.599,232.2,49.812,1344.497,1,5.25,0.0090436,0.0068966,0.773896,44.733,13.377,18.751,10.168,4.53,-5.045,-3.99,-5.65,615.018,0.128,997.778,-2.781,9.139,0.491,7,0.57,3,100,0,25.119,45.591,4,0,15,0,15,3,27,1,0.006,Inactive
289,NCI-H322,Dacarbazine,135398738,1,0,0,0,0,3,1,-2,182.185,0.852,412.49,167.617,173.941,70.931,0,642.647,3,8,0.0011299,0.0335921,0.8731063,18.316,6.401,14.313,13.989,-0.939,-1.51,-0.779,-3.924,222.032,-1.139,97.253,-4.187,9.24,0.992,3,-0.881,3,63.446,0,0,106.979,7,0,5,0,5,0,13,0,0.366,Inactive
290,NCI-H322,NSC-207895,42640,1,1,0,0,0,1,1,-1,279.255,9.083,484.329,220.637,191.109,72.582,0,835.386,0,7,0.0987559,0,0.8856925,27.329,7.93,14.12,9.353,-0.429,-0.348,-1.348,-4.454,38.064,-0.722,15.993,-6.753,9.703,2.67,2,-0.872,2,52.724,0,0,107.776,9,0,15,0,15,4,20,0,0.022,Inactive
291,NCI-H322,QL-XI-92,73265214,2,0,0,0,0,6,1,-2,458.396,19.746,778.931,146.8,201.358,313.957,116.817,1350.865,3,9,0.2886424,0.0200126,0.7587064,47.053,14.563,29.575,17.075,3.133,-6.594,-5.868,-6.934,122.017,-1.844,222.23,-3.548,8.993,1.212,5,0.191,1,82.632,116.817,0,134.499,8,0,17,0,17,0,33,1,0,Inactive
292,NCI-H322,TGX221,9907093,0,0,0,0,0,3,0,0,364.446,5.056,647.806,340.643,64.679,242.484,0,1179.537,1,7.2,0.0216739,0.0111144,0.8334142,41.44,11.567,19.078,11.262,3.513,-4.944,-4.811,-5.384,2412.975,-0.238,1281.871,-1.569,8.362,0.993,7,0.286,3,100,0,0,63.422,6,0,22,0,22,4,27,1,0.112,Inactive
293,NCI-H322,AMG-319,68947304,1,0,0,0,0,4,0,0,385.403,12.517,649.086,74.628,112.172,415.504,46.782,1154.985,2,6,0.1356585,0.0130727,0.820189,41.468,12.813,22.112,12.844,3.777,-5.432,-6.101,-6.423,855.416,-0.674,753.902,-1.739,8.721,1.103,3,0.394,3,100,46.782,0,84.425,7,0,25,0,25,0,29,0,0.026,Inactive
294,NCI-H322,Mirin,137319711,0,0,1,0,0,4,0,-2,220.245,1.279,424.974,13.514,201.487,177.406,32.566,683.456,3,4.25,0.0023942,0.0173216,0.8829638,20.324,8.091,13.473,11.028,0.616,-2.161,-2.64,-4.272,121.674,-1.321,76.551,-6.287,8.924,1.102,2,-0.508,3,67.876,0,0,89.654,4,0,11,0,11,0,15,0,0.001,Inactive
295,NCI-H322,AZD4547,51039095,0,1,0,0,0,7,0,0,463.578,5.361,789.705,478.809,87.653,223.244,0,1481.833,3,7.5,0.0193928,0.0164497,0.7959748,50.786,14.901,25.285,13.972,4.268,-5.336,-5.58,-6.624,364.409,-0.382,183.806,-3.739,8.303,0.102,4,0.775,3,100,0,0,98.418,8,0,23,0,23,4,34,0,0,Inactive
296,NCI-H322,Idelalisib,42628507,1,1,0,0,0,8,1,-1,462.597,2.907,866.938,502.16,108.199,256.579,0,1550.922,3,9,0.0054492,0.017981,0.7474295,53.227,16.268,26.647,15.781,3.953,-6.004,-4.753,-7.569,232.673,-0.811,113.177,-3.904,7.928,0.355,3,0.599,3,92.451,0,0,96.248,9,0,21,0,21,6,34,1,0,Inactive
